name,translation,zip_code,state_name,state_abbreviation,city,latitude,longitude
Lynn University,林恩大学,33431-5598,Florida,FL,Boca Raton,26.382777,-80.123851
Eastern Florida State College,东部佛罗里达州立大学,32922,Florida,FL,Cocoa,28.384791,-80.75813
Broward College,布劳沃德学院,33301,Florida,FL,Fort Lauderdale,26.07972,-80.23541
Carlos Albizu University-Miami,卡洛斯·阿尔维苏·大学，迈阿密,33172-2209,Florida,FL,Miami,25.795162,-80.355002
College of Central Florida,佛罗里达中部学院,34474,Florida,FL,Ocala,29.166079,-82.175692
Johnson University Florida,约翰逊佛罗里达大学,34744,Florida,FL,Kissimmee,28.301869,-81.362512
University of Central Florida,中佛罗里达大学,32816,Florida,FL,Orlando,28.60106,-81.198805
Chipola College,奇波拉学院,32446-2053,Florida,FL,Marianna,30.790647,-85.231946
Clearwater Christian College,清水基督教学院,33759-4595,Florida,FL,Clearwater,27.963556,-82.697305
Daytona State College,代托纳州立大学,32114,Florida,FL,Daytona Beach,29.202286,-81.051266
Eckerd College,爱克德学院,33711-4700,Florida,FL,Saint Petersburg,27.718996,-82.685992
Edison State College,爱迪生州立大学,33919-0000,Florida,FL,Fort Myers,26.554737,-81.887375
Edward Waters College,爱德华·沃特斯学院,32209,Florida,FL,Jacksonville,30.34513,-81.684817
Embry-Riddle Aeronautical University-Daytona Beach,安柏瑞德航空航天大学 - 代托纳比奇,32114-3900,Florida,FL,Daytona Beach,29.189244,-81.0495
Florida Agricultural and Mechanical University,佛罗里达农工大学,32307,Florida,FL,Tallahassee,30.428599,-84.285664
Florida Atlantic University,佛罗里达大西洋大学,33431-0991,Florida,FL,Boca Raton,26.372536,-80.102293
Florida State College at Jacksonville,佛罗里达州立大学在杰克逊维尔,32202,Florida,FL,Jacksonville,30.334918,-81.659901
Flagler College-St Augustine,Flagler学院，圣奥古斯丁,32084,Florida,FL,Saint Augustine,29.89335,-81.315256
Florida College,佛罗里达大学,33617-5527,Florida,FL,Temple Terrace,28.034911,-82.383446
Adventist University of Health Sciences,健康科学大学复临,32803,Florida,FL,Orlando,28.576142,-81.367687
Florida Institute of Technology,佛罗里达理工学院,32901-6975,Florida,FL,Melbourne,28.064503,-80.624628
Florida International University,佛罗里达国际大学,33199,Florida,FL,Miami,25.757111,-80.377591
Florida Memorial University,佛罗里达纪念大学,33054-6199,Florida,FL,Miami Gardens,25.917854,-80.270672
Florida Southern College,南佛罗里达学院,33801-5698,Florida,FL,Lakeland,28.031507,-81.945791
Florida State University,佛罗里达州立大学,32306-1037,Florida,FL,Tallahassee,30.4421,-84.294801
University of Florida,佛罗里达大学,32611,Florida,FL,Gainesville,29.638248,-82.361195
Gulf Coast State College,墨西哥湾沿岸州立大学,32401,Florida,FL,Panama City,30.186104,-85.727249
Hobe Sound Bible College,HOBE声圣经学院,33455-1065,Florida,FL,Hobe Sound,27.066473,-80.132413
Indian River State College,印第安河州立学院,34981-5596,Florida,FL,Fort Pierce,27.423121,-80.35785
Jacksonville University,杰克逊维尔大学,32211-3394,Florida,FL,Jacksonville,30.350349,-81.60706
Jones College-Jacksonville,琼斯学院杰克逊维尔,32211,Florida,FL,Jacksonville,30.328002,-81.610068
Keiser University-Ft Lauderdale,凯泽大学 - 劳德代尔堡,33309,Florida,FL,Fort Lauderdale,26.185869,-80.163959
Florida Gateway College,佛罗里达大学网关,32025-2007,Florida,FL,Lake City,30.174307,-82.569667
Lake-Sumter State College,湖萨姆特州立学院,34788-8751,Florida,FL,Leesburg,28.830237,-81.797731
Luther Rice University & Seminary,·路德·莱斯大学和学院,30038-9869,Georgia,GA,Lithonia,33.697984,-84.123648
State College of Florida-Manatee-Sarasota,佛罗里达海牛 - 萨拉索塔的州立学院,34207,Florida,FL,Bradenton,27.436066,-82.591739
Trinity International University-Florida,三一国际大学，佛罗里达,33324,Florida,FL,Davie,26.099656,-80.257156
Miami Dade College,迈阿密达德学院,33132-2204,Florida,FL,Miami,25.777717,-80.190856
University of Miami,迈阿密大学,33146,Florida,FL,Coral Gables,25.720406,-80.27645
Remington College-Tampa Campus,雷明顿学院，坦帕校园,33619,Florida,FL,Tampa,27.983466,-82.385976
University of North Florida,北佛罗里达大学,32224-7699,Florida,FL,Jacksonville,30.270917,-81.507853
Northwood University-Florida,诺斯伍德大学，佛罗里达,33409-2911,Florida,FL,West Palm Beach,26.714688,-80.104138
Nova Southeastern University,诺瓦东南大学,33314-7796,Florida,FL,Fort Lauderdale,26.079337,-80.24248
Northwest Florida State College,西北佛罗里达州立大学,32578-1295,Florida,FL,Niceville,30.537148,-86.475467
Palm Beach Atlantic University,棕榈滩大西洋大学,33401,Florida,FL,West Palm Beach,26.704629,-80.049758
Palm Beach State College,棕榈滩州立学院,33461-4796,Florida,FL,Lake Worth,26.613214,-80.087104
Pensacola State College,彭萨科拉州立学院,32504-8998,Florida,FL,Pensacola,30.480779,-87.200622
Polk State College,波尔克州立大学,33881-4299,Florida,FL,Winter Haven,28.030775,-81.712932
Saint Vincent de Paul Regional Seminary,圣文森特德保罗地区学院,33436-4899,Florida,FL,Boynton Beach,26.51582,-80.125707
Ringling College of Art and Design,艺术与设计学院林林,34234-5895,Florida,FL,Sarasota,27.35963,-82.548598
Rollins College,罗林斯学院,32789-4499,Florida,FL,Winter Park,28.591992,-81.348716
Saint Leo University,圣里奥大学,33574-6665,Florida,FL,Saint Leo,28.336776,-82.257287
St Petersburg College,圣彼得堡大学,33760-2822,Florida,FL,Clearwater,27.90242,-82.717331
Santa Fe College,圣达菲学院,32606-6210,Florida,FL,Gainesville,29.680698,-82.433958
Seminole State College of Florida,佛罗里达州塞米诺尔的州立大学,32773-6199,Florida,FL,Sanford,28.74475,-81.305606
Saint John Vianney College Seminary,圣圣若翰·维雅纳学院学院,33165-3244,Florida,FL,Miami,25.742579,-80.337411
Saint Johns River State College,圣约翰河州立学院,32177,Florida,FL,Palatka,29.647195,-81.681137
South Florida State College,南佛罗里达州立大学,33825-9356,Florida,FL,Avon Park,27.569553,-81.508387
University of South Florida-Main Campus,南佛罗里达，主校区的大学,33620-9951,Florida,FL,Tampa,28.056647,-82.415876
St Thomas University,圣托马斯大学,33054-6459,Florida,FL,Miami Gardens,25.920915,-80.256265
Stetson University,斯泰森大学,32723,Florida,FL,DeLand,29.036295,-81.301604
Southeastern University,东南大学,33801-6034,Florida,FL,Lakeland,28.031864,-81.918997
Talmudic College of Florida,佛罗里达塔木德学院,33140-3854,Florida,FL,Miami Beach,25.7949,-80.141334
The University of Tampa,坦帕大学,33606-1490,Florida,FL,Tampa,27.947225,-82.465582
Trinity Baptist College,三一浸会学院,32221,Florida,FL,Jacksonville,30.323755,-81.705655
Trinity College of Florida,佛罗里达州三一学院,34655-4401,Florida,FL,Trinity,28.194222,-82.677065
Valencia College,巴伦西亚大学,32801,Florida,FL,Orlando,28.522646,-81.464168
Warner University,华纳大学,33859-8797,Florida,FL,Lake Wales,27.825751,-81.599972
Webber International University,韦伯国际大学,33827-0096,Florida,FL,Babson Park,27.838798,-81.532325
The University of West Florida,西佛罗里达大学,32514-5750,Florida,FL,Pensacola,30.542855,-87.218125
Abraham Baldwin Agricultural College,亚伯拉罕鲍德温农业学院,31793-2601,Georgia,GA,Tifton,31.481889,-83.528281
Agnes Scott College,阿格尼斯斯科特学院,30030-3797,Georgia,GA,Decatur,33.769996,-84.29563
Albany State University,奥尔巴尼州立大学,31705,Georgia,GA,Albany,31.571395,-84.14306
Armstrong Atlantic State University,阿姆斯特朗大西洋州立大学,31419-1997,Georgia,GA,Savannah,31.978109,-81.160409
Point University,点大学,31833,Georgia,GA,West Point,32.879467,-85.184285
Atlanta Metropolitan State College,亚特兰大大都会州立学院,30310-4498,Georgia,GA,Atlanta,33.70893,-84.404659
Clark Atlanta University,克拉克亚特兰大大学,30314-4391,Georgia,GA,Atlanta,33.748772,-84.412818
Berry College,贝里学院,30149,Georgia,GA,Mount Berry,34.289254,-85.189077
Beulah Heights University,比尤拉高地大学,30316,Georgia,GA,Atlanta,33.737022,-84.358086
Brenau University,布雷诺大学,30501-3668,Georgia,GA,Gainesville,34.303117,-83.821513
Brewton-Parker College,布鲁顿 - 帕克学院,30445,Georgia,GA,Mount Vernon,32.185718,-82.586136
College of Coastal Georgia,沿海佐治亚学院,31520-3644,Georgia,GA,Brunswick,31.136384,-81.492667
Carver Bible College,卡弗圣经学院,30331,Georgia,GA,Atlanta,33.7236,-84.515091
Clayton  State University,克莱顿州立大学,30260-0285,Georgia,GA,Morrow,33.594079,-84.328174
Columbia Theological Seminary,哥伦比亚神学院,30030-4118,Georgia,GA,Decatur,33.764108,-84.282978
Columbus State University,哥伦布州立大学,31907-5645,Georgia,GA,Columbus,32.501556,-84.940796
Covenant College,圣约学院,30750-4164,Georgia,GA,Lookout Mountain,34.963327,-85.37496
Dalton State College,多尔顿州立学院,30720-3797,Georgia,GA,Dalton,34.77496,-85.00289
East Georgia State College,东乔治亚州立大学,30401,Georgia,GA,Swainsboro,32.59577,-82.308486
Emmanuel College,伊曼纽尔学院,30639,Georgia,GA,Franklin Springs,34.282617,-83.146825
Emory University,埃默里大学,30322,Georgia,GA,Atlanta,33.798836,-84.325782
Fort Valley State University,谷堡州立大学,31030-4313,Georgia,GA,Fort Valley,32.538163,-83.895548
Georgia Institute of Technology-Main Campus,技术 - 主校区佐治亚理工学院,30332-0530,Georgia,GA,Atlanta,33.773732,-84.396019
Georgia Southwestern State University,佐治亚西南州立大学,31709-4693,Georgia,GA,Americus,32.058198,-84.217755
Georgia College and State University,乔治亚学院暨州立大学,31061,Georgia,GA,Milledgeville,33.082787,-83.231962
Georgia Southern University,南佐治亚大学,30460-8126,Georgia,GA,Statesboro,32.427756,-81.782201
Georgia State University,乔治亚州立大学,30303-3083,Georgia,GA,Atlanta,33.7527,-84.38667
University of Georgia,乔治亚大学,30602,Georgia,GA,Athens,33.956428,-83.374049
Gordon State College,戈登州立学院,30204,Georgia,GA,Barnesville,33.045208,-84.152548
Interdenominational Theological Center,自成一派神学中心,30314-4143,Georgia,GA,Atlanta,33.754904,-84.410337
Kennesaw State University,肯尼索州立大学,30144-5591,Georgia,GA,Kennesaw,34.03629,-84.58083
LaGrange College,拉格朗日学院,30240-2999,Georgia,GA,Lagrange,33.039713,-85.041394
Life University,大学生活,30060,Georgia,GA,Marietta,33.932104,-84.514156
Mercer University,Mercer大学,31207,Georgia,GA,Macon,32.829731,-83.651042
Morehouse College,莫尔豪斯学院,30314,Georgia,GA,Atlanta,33.74793,-84.415156
Morehouse School of Medicine,医学Morehouse医学院,30310-1495,Georgia,GA,Atlanta,33.742549,-84.411958
Oglethorpe University,奥格尔索普大学,30319-2797,Georgia,GA,Atlanta,33.875939,-84.334756
Paine College,潘恩学院,30901-3182,Georgia,GA,Augusta,33.469259,-81.991199
Piedmont College,皮德蒙特学院,30535-0010,Georgia,GA,Demorest,34.56663,-83.543216
Reinhardt University,莱因哈特大学,30183-2981,Georgia,GA,Waleska,34.318874,-84.554657
Savannah College of Art and Design,萨凡纳艺术设计学院,31402-3146,Georgia,GA,Savannah,32.072966,-81.093905
Savannah State University,萨凡纳州立大学,31404-5310,Georgia,GA,Savannah,32.024781,-81.063377
Shorter University,较短的大学,30165,Georgia,GA,Rome,34.258192,-85.196213
Spelman College,斯佩尔曼学院,30314-4399,Georgia,GA,Atlanta,33.74519,-84.410118
Southern Polytechnic State University,南方理工州立大学,30060-2896,Georgia,GA,Marietta,33.938992,-84.519276
Thomas University,托马斯大学,31792,Georgia,GA,Thomasville,30.813954,-83.981478
Toccoa Falls College,托科阿瀑布学院,30598,Georgia,GA,Toccoa Falls,34.59554,-83.353462
Truett-McConnell College,特鲁特 - 麦康奈尔学院,30528,Georgia,GA,Cleveland,34.594437,-83.745972
Valdosta State University,瓦尔多斯塔州立大学,31698,Georgia,GA,Valdosta,30.849236,-83.289925
Wesleyan College,卫斯理学院,31210-4462,Georgia,GA,Macon,32.874648,-83.717186
University of West Georgia,西佐治亚大学,30118-0001,Georgia,GA,Carrollton,33.574421,-85.099007
Young Harris College,年轻的哈里斯学院,30582,Georgia,GA,Young Harris,34.93316,-83.847765
Chaminade University of Honolulu,檀香山沙米纳德大学,96816-1578,Hawaii,HI,Honolulu,21.290274,-157.807642
University of Hawaii at Hilo,夏威夷大学希洛,96720-4091,Hawaii,HI,Hilo,19.701854,-155.081329
University of Hawaii at Manoa,夏威夷大学马诺阿分校,96822-2217,Hawaii,HI,Honolulu,21.292648,-157.816607
Hawaii Pacific University,夏威夷太平洋大学,96813,Hawaii,HI,Honolulu,21.31028,-157.859411
University of Hawaii Maui College,毛伊岛大学学院,96732-1643,Hawaii,HI,Kahului,20.890561,-156.479854
World Medicine Institute,世界中医药学会,96821,Hawaii,HI,Honolulu,21.296439,-157.754719
University of Hawaii-West Oahu,夏威夷，欧胡西大学,96707-4507,Hawaii,HI,Kapolei,21.353359,-158.062444
Boise Bible College,博伊西圣经学院,83714-1220,Idaho,ID,Boise,43.657437,-116.290607
Boise State University,博伊西州立大学,83725,Idaho,ID,Boise,43.604403,-116.205789
Idaho State University,爱达荷州立大学,83209,Idaho,ID,Pocatello,42.864108,-112.429084
University of Idaho,爱达荷大学,83844-2282,Idaho,ID,Moscow,46.726894,-117.024296
The College of Idaho,爱达荷大学,83605-4432,Idaho,ID,Caldwell,43.652653,-116.676838
Lewis-Clark State College,路易斯克拉克州立学院,83501-2698,Idaho,ID,Lewiston,46.410034,-117.026371
Northwest Nazarene University,西北拿撒勒大学,83686-5897,Idaho,ID,Nampa,43.563181,-116.564792
Brigham Young University-Idaho,杨百翰大学，爱达荷,83460-1690,Idaho,ID,Rexburg,43.815384,-111.784728
Adler School of Professional Psychology,心理学专业阿德勒学校,60602,Illinois,IL,Chicago,41.88232,-87.628651
School of the Art Institute of Chicago,芝加哥艺术学院,60603,Illinois,IL,Chicago,41.879646,-87.621411
Augustana College,奥古斯塔纳学院,61201-2296,Illinois,IL,Rock Island,41.500326,-90.552402
Aurora University,震旦大学,60506-4892,Illinois,IL,Aurora,41.754465,-88.349469
Bethany Theological Seminary,伯大尼神学院,47374-4019,Indiana,IN,Richmond,39.8265,-84.9099
Blackburn College,布莱克本学院,62626,Illinois,IL,Carlinville,39.288298,-89.872248
